Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_arj
,27,36,3774,69,وَمَا عَلَّمْنَاهُ الشِّعْرَ وَمَا يَنبَغِي لَهُ ۚ إِنْ هُوَ إِلَّا ذِكْرٌ وَقُرْآنٌ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_69.png,«وما علمناه» أي النبي «الشعر» رد لقولهم إن ما أتى به من القرآن شعر «وما ينبغي» يسهل «له» الشعر «إن هو» ليس الذي أتى به «إلا ذكر» عظة «وقرآن مبين» مظهر للأحكام وغيرها.
,27,36,3775,70,لِّيُنذِرَ مَن كَانَ حَيًّا وَيَحِقَّ الْقَوْلُ عَلَى الْكَافِرِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_70.png,«لينذر» بالياء والتاء به «من كان حيا» يعقل ما يخاطب به وهم المؤمنون «ويحق القول» بالعذاب «على الكافرين» وهم كالميتين لا يعقلون ما يخاطبون به.
,27,36,3776,71,أَوَلَمْ يَرَوْا أَنَّا خَلَقْنَا لَهُم مِّمَّا عَمِلَتْ أَيْدِينَا أَنْعَامًا فَهُمْ لَهَا مَالِكُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_71.png,«أوَ لم يروْا» يعلموا والاستفهام للتقرير والواو الداخلة عليه للعطف «أنا خلقنا لهم» في جملة الناس «مما عملت أيدينا» عملناه بلا شريك ولا معين «أنعاما» هي الإبل والبقر والغنم «فهم لها مالكون» ضابطون.
,27,36,3777,72,وَذَلَّلْنَاهَا لَهُمْ فَمِنْهَا رَكُوبُهُمْ وَمِنْهَا يَأْكُلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_72.png,«وذللناها» سخرناها «لهم فمنها ركوبهم» مركوبهم «ومنها يأكلون».
,27,36,3778,73,وَلَهُمْ فِيهَا مَنَافِعُ وَمَشَارِبُ ۖ أَفَلَا يَشْكُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_73.png,«ولهم فيها منافع» كأصوافها وأوبارها وأشعارها «ومشارب» من لبنها جمع مشرب بمعنى شِرْب أو موضعه «أفلا يشكرون» المنعم عليهم بها فيؤمنون أي ما فعلوا ذلك.
,27,36,3779,74,وَاتَّخَذُوا مِن دُونِ اللَّهِ آلِهَةً لَّعَلَّهُمْ يُنصَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_74.png,«واتخذوا من دون الله» أي غيره «آلهة» أصناما يعبدونها «لعلهم يُنصرون» يمنعون من عذاب الله تعالى بشفاعة آلهتهم بزعمهم.
,27,36,3780,75,لَا يَسْتَطِيعُونَ نَصْرَهُمْ وَهُمْ لَهُمْ جُندٌ مُّحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_75.png,«لا يستطيعون» أي آلهتهم، نزلوا منزلة العقلاء «نصرهم وهم» أي آلهتهم من الأصنام «لهم جندٌ» بزعمهم نصرهم «محضرون» في النار معهم.
,27,36,3781,76,فَلَا يَحْزُنكَ قَوْلُهُمْ ۘ إِنَّا نَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_76.png,«فلا يحزنك قولهم» لك: لست مرسلا وغير ذلك «إنا نعلم ما يسرون وما يعلنون» من ذلك وغيره فنجازيهم عليه.
,27,36,3782,77,أَوَلَمْ يَرَ الْإِنسَانُ أَنَّا خَلَقْنَاهُ مِن نُّطْفَةٍ فَإِذَا هُوَ خَصِيمٌ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_77.png,«أوَ لم يرَ الإنسان» يعلم، وهو العاصي بن وائل «أنَّا خلقناه من نطفة» منيِّ إلى أن صيَّرناه شديدا قويا «فإذا هو خصيم» شديد الخصومة لنا «مبينٌ» بيِّنها في نفي البعث.
,27,36,3783,78,وَضَرَبَ لَنَا مَثَلًا وَنَسِيَ خَلْقَهُ ۖ قَالَ مَن يُحْيِي الْعِظَامَ وَهِيَ رَمِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_78.png,"(وضرب لنا مثلا) في ذلك (ونسي خلقه) من المني وهو أغرب من مثله (قال من يحيي العظام وهي رميم) أي بالية ولم يقل رميمة بالتاء لأنه اسم لا صفة، وروي أنه أخذ عظما رميما ففتته وقال للنبي صلى الله عليه وسلم: أترى يحيي الله هذا بعد ما بلي ورم؟ فقال صلى الله عليه وسلم: ""نعم ويدخلك النار""."
,27,36,3784,79,قُلْ يُحْيِيهَا الَّذِي أَنشَأَهَا أَوَّلَ مَرَّةٍ ۖ وَهُوَ بِكُلِّ خَلْقٍ عَلِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_79.png,«قل يحييها الذي أنشأها أول مرة وهو بكل خلق» مخلوق «عليم» مجملا ومفصلا قبل خلقه وبعد خلقه.
,27,36,3785,80,الَّذِي جَعَلَ لَكُم مِّنَ الشَّجَرِ الْأَخْضَرِ نَارًا فَإِذَا أَنتُم مِّنْهُ تُوقِدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_80.png,«الذي جعل لكم» في جملة الناس «من الشجر الأخضر» المرخ والعفار أو كل شجر إلا العناب «نارا فإذا أنتم منه توقدون» تقدحون وهذا دال على القدرة على البعث فإنه جمع فيه بين الماء والنار والخشب، فلا الماء يطفأ النار، ولا النار تحرق الخشب.
,27,36,3786,81,أَوَلَيْسَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ بِقَادِرٍ عَلَىٰ أَن يَخْلُقَ مِثْلَهُم ۚ بَلَىٰ وَهُوَ الْخَلَّاقُ الْعَلِيمُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_81.png,«أوَ ليس الذي خلق السماوات والأرض» مع عظمهما «بقادر على أن يخلق مثلهم» أي الأناسي في الصغر «بلى» أي هو قادر على ذلك أجاب نفسه «وهو الخلاًق» الكثير الخلق «العليم» بكل شيء.
,27,36,3787,82,إِنَّمَا أَمْرُهُ إِذَا أَرَادَ شَيْئًا أَن يَقُولَ لَهُ كُن فَيَكُونُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_82.png,«إنما أمره» شأنه «إذا أراد شيئا» أي خلق شيء «أن يقول له كن فيكونُ» أي فهو يكون، وفي قراءة بالنصب عطفا على يقول.
,27,36,3788,83,فَسُبْحَانَ الَّذِي بِيَدِهِ مَلَكُوتُ كُلِّ شَيْءٍ وَإِلَيْهِ تُرْجَعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_83.png,«فسبحان الذي بيده ملكوت» مُلك زيدت الواو والتاء للمبالغة، أي القدرة على «كل شيء وإليه ترجعون» تردُّون في الآخرة.
,27,37,3789,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالصَّافَّاتِ صَفًّا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_1.png,«والصافات صفّا» الملائكة تصف نفوسها في العبادة أو أجنحتها في الهواء تنتظر ما تؤمر به.
,27,37,3790,2,فَالزَّاجِرَاتِ زَجْرًا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_2.png,«فالزاجرات زجرا» الملائكة تزجر السحاب أي تسوقه.
,27,37,3791,3,فَالتَّالِيَاتِ ذِكْرًا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_3.png,«فالتاليات» أي قراء القرآن يتلونه «ذكرا» مصدر من معنى التاليات.
,27,37,3792,4,إِنَّ إِلَٰهَكُمْ لَوَاحِدٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_4.png,«إن إلهكم» يا أهل مكة «لواحد».
,27,37,3793,5,رَّبُّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا وَرَبُّ الْمَشَارِقِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_5.png,«ربُّ السماوات والأرض وما بينهما وربُّ المشارق» أي والمغارب للشمس، لها كل يوم مشرق ومغرب.
,27,37,3794,6,إِنَّا زَيَّنَّا السَّمَاءَ الدُّنْيَا بِزِينَةٍ الْكَوَاكِبِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_6.png,«إنَّا زينا السماء الدنيا بزينة الكواكب» أي بضوئها أو بها، والإضافة للبيان كقراءة تنوين زينة المبينة بالكواكب.
,27,37,3795,7,وَحِفْظًا مِّن كُلِّ شَيْطَانٍ مَّارِدٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_7.png,«وحفظا» منصوب بفعل مقدر: أي حفظناها بالشهب «من كل» متعلق بالمقدر «شيطان مارد» عاتٍ خارج عن الطاعة.
,27,37,3796,8,لَّا يَسَّمَّعُونَ إِلَى الْمَلَإِ الْأَعْلَىٰ وَيُقْذَفُونَ مِن كُلِّ جَانِبٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_8.png,«لا يسمعون» أي الشياطين مستأنف، وسماعهم هو في المعنى المحفوظ عنه «إلى الملأ الأعلى» الملائكة في السماء، وعدِّي السماع بإلى لتضمنه معنى الإصغاء وفي قراءة بتشديد الميم والسين أصله يتسمعون أدغمت التاء في السين «ويقذفون» أي الشياطين بالشهب «من كل جانب» من آفاق السماء.
,27,37,3797,9,دُحُورًا ۖ وَلَهُمْ عَذَابٌ وَاصِبٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_9.png,«دُحُورا» مصدر دحره: أي طرده وأبعده وهو مفعول له «ولهم» في الآخرة «عذاب واصب» دائم.
,27,37,3798,10,إِلَّا مَنْ خَطِفَ الْخَطْفَةَ فَأَتْبَعَهُ شِهَابٌ ثَاقِبٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_10.png,«إلا من خطف الخطفة» مصدر: أي المرة، والاستثناء من ضمير يسمعون: أي لا يسمع إلا الشيطان الذي سمع الكلمة من الملائكة فأخذها بسرعة «فأتبعه شهاب» كوكب مضيء «ثاقب» يثقبه أو يحرقه أو يخبله.
,27,37,3799,11,فَاسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقًا أَم مَّنْ خَلَقْنَا ۚ إِنَّا خَلَقْنَاهُم مِّن طِينٍ لَّازِبٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_11.png,«فاستفتهم» استخبر كفار مكة تقريرا أو توبيخا «أهم أشد خلقا أم من خلقنا» من الملائكة والسماوات والأرضين وما فيهما وفي الإتيان بمن تغليب العقلاء «إنا خلقناهم» أي أصلهم آدم «من طين لازب» لازم يلصق باليد: المعنى أن خلقهم ضعيف فلا يتكبروا بإنكار النبي والقرآن المؤدي إلى هلاكهم اليسير.
,27,37,3800,12,بَلْ عَجِبْتَ وَيَسْخَرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_12.png,«بل» للانتقال من غرض إلى آخر وهو الإخبار بحاله وحالهم «عجبتَ» بفتح التاء خطابا للنبي صلى الله عليه وسلم، أي من تكذيبهم إياك «و» هم «يسخرون» من تعجبك.
,27,37,3801,13,وَإِذَا ذُكِّرُوا لَا يَذْكُرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_13.png,«وإذا ذكروا» وعظوا بالقرآن «لا يذكرون» لا يتعظون.
,27,37,3802,14,وَإِذَا رَأَوْا آيَةً يَسْتَسْخِرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_14.png,«وإذا رأوْا آية» كانشقاق القمر «يستسخرون» يستهزئُون بها.
,27,37,3803,15,وَقَالُوا إِنْ هَٰذَا إِلَّا سِحْرٌ مُّبِينٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_15.png,«وقالوا» فيها «إن» ما «هذا إلا سحر مبين» بيّن وقالوا منكرين للبعث.
,27,37,3804,16,أَإِذَا مِتْنَا وَكُنَّا تُرَابًا وَعِظَامًا أَإِنَّا لَمَبْعُوثُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_16.png,«أئذا متنا وكنا ترابا وعظاما أئنا لمبعوثون» في الهمزتين في الموضوعين التحقيق وتسهيل الثانية وإدخال ألف بينهما على الوجهين.
